id,actor,text,emotion,sound,length,mfcc_mean,mfcc_sd,mfcc_median,mfcc_max,mfcc_min,spectral_centroid_mean,spectral_centroid_sd,spectral_centroid_median,spectral_centroid_max,spectral_centroid_min,spectral_rolloff_mean,spectral_rolloff_sd,spectral_rolloff_median,spectral_rolloff_max,spectral_rolloff_min,logfbank_mean,logfbank_sd,logfbank_median,logfbank_max,logfbank_min,spectral_subband_centroid_mean,spectral_subband_centroid_sd,spectral_subband_centroid_median,spectral_subband_centroid_max,spectral_subband_centroid_min,ratio
data/wav/03b10Wc.wav,03,b10,4,"[ 1.2207031e-04 -3.9672852e-04 -2.7465820e-04 ...  1.5258789e-04
 -9.1552734e-05 -1.2207031e-04]",39072,-3.895151104252142,46.58650388108937,-2.2577693910675287,182.0100778548074,-469.0203036384973,217.66499177148353,84.892741247586,200.8056744198874,486.04033195537966,83.20567542730322,398.4476461038961,128.5910891478783,386.71875,704.6875,117.96875,-10.119975255203672,4.233969103747524,-9.322322251875532,-0.6970601162720583,-24.167197108913676,347.56732596633225,220.4641404359951,323.985583092209,776.8159764024159,13.265750006924696,0.19672884314986677
data/wav/15a05Na.wav,15,a05,6,"[ 0.00036621  0.00045776  0.00094604 ... -0.00045776 -0.00018311
 -0.00027466]",49935,2.928844097192701,53.18309789297063,5.190972170515767,202.84048912690815,-488.6613904551319,189.7588688377097,109.23588227952075,152.63541927749563,470.38657638949957,48.761047358700125,364.9234693877551,155.0369240732707,332.8125,682.8125,64.84375,-11.43947736847918,3.7620188245570696,-11.02520865066165,-1.5563460581861572,-22.480587882278023,347.44988768777966,220.68860935248776,324.2810568997552,780.3106583505433,13.540170486001381,0.2655549078743949
data/wav/12a05Ta.wav,12,a05,5,"[ 0.00299072  0.00271606  0.00326538 ... -0.00491333 -0.00598145
 -0.00543213]",85764,1.7693123126649792,60.0409930101949,4.691081208088459,175.70141450200927,-434.72488348651524,154.7572163663483,91.10583559185977,125.07642797872656,475.4393712396947,49.18373689158855,311.9931175595238,155.47803021871582,305.859375,686.71875,51.5625,-11.40601390174321,3.535916659080512,-11.367480596687582,-0.2523927907408085,-21.435957017393914,347.4402766047425,220.762033972254,324.3967154896668,778.7123356778113,12.941209577491442,0.32066522944256237
data/wav/10a07Ta.wav,10,a07,5,"[ 0.00024414 -0.00024414 -0.00076294 ... -0.00048828 -0.00048828
 -0.00125122]",31293,6.3430556005481105,55.04081228865186,8.138437615706357,160.0728568615461,-405.00423726412714,149.30717380427464,125.05174854734229,97.4428084182624,460.60941387416324,35.822303366960995,278.7928427419355,194.44089017743264,231.640625,639.84375,35.9375,-10.510018803799177,3.4503619701356953,-10.460599335663504,0.2528413117322029,-19.892495683611653,347.4650652681793,221.02769675842015,324.06194947282734,777.4017278165115,12.851753550688555,0.13792727272727273
data/wav/14a02La.wav,14,a02,3,"[ 0.00027466 -0.00027466  0.00012207 ... -0.00146484 -0.0017395
 -0.00189209]",31211,1.6708379036714793,55.75151770558728,2.5862057607038333,186.5647162722313,-409.0580056214389,154.97546566719052,93.41802446265437,121.32708065957449,511.337066547447,58.3650681560532,313.79354508196724,181.77648443769533,280.46875,695.3125,59.375,-11.506807161370602,3.684090657830821,-11.053970299971027,-1.6147392253913746,-22.178161180443492,347.3968544779138,220.77073270413584,323.2050943429059,779.2153654512023,13.313538583817271,0.3121584125115614
data/wav/10a02Na.wav,10,a02,6,"[-0.00018311 -0.00054932 -0.00158691 ...  0.          0.
  0.        ]",26538,2.369205914172577,57.33535132357084,2.224504290540961,190.06220954281844,-474.3691093199838,152.0502891454576,90.58989997597222,125.1113344813116,359.3285811448865,0.0,306.11478365384613,172.53701729711142,293.75,653.90625,0.0,-13.434472609688749,8.571273405301998,-10.782568507617327,-0.12462133565286847,-36.04365338911715,347.48161849004305,220.7785016761382,325.1013160773982,777.5258612991695,12.986540053162011,0.4010875877725569
data/wav/10a02Lb.wav,10,a02,3,"[-0.00372314 -0.00354004 -0.00427246 ...  0.00073242  0.00036621
  0.00018311]",25480,5.304911411636949,52.56208507215274,3.5297460041184734,190.66612346907445,-451.6727935839984,132.6345707354403,63.7238059606022,112.64585087031645,329.6283846375502,58.99122643471557,283.78125,154.77337893877294,266.796875,617.1875,83.59375,-10.55353009474448,3.427682056085798,-10.237303753974256,-1.7230265374129694,-21.44929065853982,347.35907065300125,220.86414030555505,324.6687611714701,774.6960168509993,13.589686798392544,0.23133426762673368
data/wav/12b01Wa.wav,12,b01,4,"[ 0.0000000e+00 -6.1035156e-05 -6.1035156e-04 ... -6.1035156e-05
  0.0000000e+00 -6.1035156e-05]",35796,-1.9823902765329893,49.08930936013844,-1.1046444890390044,184.19711721863192,-528.2474250839227,233.5988242912966,94.63480197016915,214.58002355518647,535.0816688067753,67.81062373181666,398.75,125.75465557361088,368.75,692.1875,97.65625,-10.732745785695784,4.553116442079838,-9.744046755308979,-0.9391792592635764,-24.522732137791184,347.5733297769218,220.51218540033983,323.62103372862634,778.9151044453138,12.959307928771572,0.2513458714954905
data/wav/16a01Nc.wav,16,a01,6,"[-0.00534058 -0.00567627 -0.00552368 ...  0.00567627  0.00421143
 -0.00274658]",28351,0.9261193111542643,46.68226151865058,1.0008092399339308,194.22533955094332,-430.1601631479569,212.68551065290862,98.82786974607838,190.12049139240702,510.1417675234373,68.27240060096855,414.10435267857144,134.0417460048992,401.171875,695.3125,110.9375,-9.772825145770572,3.700528191215469,-9.215056641990582,-1.2248574257715588,-21.56493530201433,347.5194470026546,220.4983696006381,324.87155245479016,777.0046522966596,13.644365796059617,0.2539141972578505
data/wav/13b01Ld.wav,13,b01,3,"[ 0.00024414  0.00036621  0.00036621 ... -0.0010376  -0.00354004
 -0.00567627]",42781,2.573819728648554,46.227942472125015,3.4927854312723086,166.83876723268526,-437.9479793569518,188.05869259259248,115.10922903519534,142.9852482435831,583.8218652106349,56.39312028358043,375.49293154761904,168.56210861940696,385.15625,731.25,43.75,-10.070503834304295,3.3578982344134314,-9.627995420652724,0.08642214722227008,-21.631904246653917,347.42546409896266,220.80555229601393,324.7525552282011,775.0608832174076,13.46696201783958,0.13673442274478545
data/wav/16b09Eb.wav,16,b09,1,"[-0.00012207 -0.00021362 -0.00012207 ... -0.00143433 -0.00137329
 -0.00161743]",80411,-4.5527989688841135,58.69421893301102,1.060528395083468,185.34264097323927,-469.5660207976268,207.0593239017678,106.31773803450893,186.82974295257333,519.7897731439923,53.07279427597713,393.0676424050633,163.084641747989,389.0625,721.09375,53.125,-11.270137529987442,4.511738105334923,-10.42260253558416,-0.8259313800147732,-24.825723164873423,347.58561832936147,220.7793684475949,323.2609169746511,781.3589459774031,13.459828032971897,0.3007279197670657
data/wav/14b09Wc.wav,14,b09,4,"[ 3.3569336e-04  2.1362305e-04 -2.1362305e-04 ...  3.0517578e-05
 -6.1035156e-05  0.0000000e+00]",44331,-5.406434163035774,48.57387619517162,-3.4205276778515614,167.32125056509057,-508.40666705989156,232.22523940305834,74.54829602320314,244.41653130048434,500.9785769058979,70.99930786625883,428.83441091954023,107.72452840130242,439.84375,721.09375,103.125,-9.666382593954305,4.44574703031352,-8.911774479711557,-1.5419337956779933,-25.063719737783753,347.56081098853826,220.3742314827815,323.53758079067035,780.2385661360997,11.973933811939972,0.20284900284900284
data/wav/08a02Na.wav,08,a02,6,"[ 0.         -0.00036621 -0.00091553 ...  0.00064087  0.0005188
 -0.00036621]",28650,2.6184814965667895,51.87541387689368,4.289752667058353,130.2244488299071,-394.00578322126364,149.7690606096422,84.59089925194068,130.4690300028721,506.5093343191684,51.00229952635118,309.3052455357143,173.2163615938048,282.03125,683.59375,39.84375,-10.79075569690155,3.9156250789573286,-10.222862599062939,-1.039203913344339,-20.407960586781922,347.43036153629834,220.93703883880914,323.82033546685864,782.2769486302315,13.417014865273305,0.20347811476098462
data/wav/13a04Ta.wav,13,a04,5,"[-0.01184082 -0.01116943 -0.01248169 ...  0.00195312 -0.00064087
 -0.00030518]",45640,4.257971164833322,48.729775227842424,5.985104029198725,141.2002399731553,-338.9933211541522,154.94359414458526,95.52146757431757,127.007070073434,509.43078108260806,54.49693018986004,327.4739583333333,154.26417111219408,294.140625,688.28125,72.65625,-10.165543246346413,3.125183995482959,-10.01919594309913,-0.30193647725572914,-18.937131016260107,347.41881260246817,220.87324037251636,323.3948312233297,777.7974383342652,12.962691359698761,0.06334894340765593
data/wav/11b02Wb.wav,11,b02,4,"[ 0.00085449  0.00045776 -0.00064087 ...  0.00183105  0.00170898
  0.00164795]",51978,-1.2152356615961153,51.73723049306166,-0.9996220023772886,210.18465731226757,-478.5722936320658,188.5112231157573,109.19787390412407,153.67344593561225,559.9393688206185,79.59318285946395,329.4653799019608,166.36418596972658,273.828125,724.21875,91.40625,-10.207774436130794,4.110661226464501,-9.528979072580615,-1.2693016200588025,-25.09454832013547,347.4612153309554,220.64575481716463,324.7838909702458,778.7982096808286,12.592761635586236,0.1761591202226597
data/wav/15a04Ac.wav,15,a04,0,"[-0.00018311 -0.00018311 -0.00018311 ...  0.          0.00027466
 -0.00018311]",29507,4.287526171447209,41.184729937353474,2.9966322311805387,157.91998504853873,-468.7345544949762,193.82316735203767,77.9230401114935,165.00147751159346,462.0041817417558,91.39953673506147,386.00484913793105,134.24754666316852,372.65625,688.28125,201.5625,-9.358693192544182,4.639843210755074,-8.577827990820712,0.03106630079713352,-28.583035525652853,347.49902685064745,220.63375660091637,324.58407798074745,778.0438939448306,13.071203663452271,0.11688557477572958
data/wav/14a05Ta.wav,14,a05,5,"[ 0.00039673  0.          0.00039673 ... -0.0083313  -0.0072937
 -0.00750732]",59800,4.304950861352053,45.49313466313382,6.158973225342138,152.8611947997954,-423.0693218687562,185.57645180501683,128.82444021988192,135.3963808053461,584.2923478010426,55.83584713383267,358.90758547008545,177.98184978263743,347.65625,716.40625,55.46875,-10.558472442106078,3.4357054018276294,-10.145913922091133,0.4349306881115136,-20.768034348849167,347.47492040233476,220.74378272613185,325.50419457449743,778.7139604274818,12.696824577224978,0.1261982334883896
data/wav/08a05Fe.wav,08,a05,2,"[ 0.0000000e+00 -9.1552734e-05 -2.1362305e-04 ... -1.0681152e-03
 -7.3242188e-04 -4.2724609e-04]",49579,-0.7515894976299595,48.506608665985134,0.7706126076853714,172.9085068259324,-465.3807965431167,183.52307418514852,113.90689916020642,145.52236134823931,509.7560473400847,67.46943125587919,335.99387886597935,176.0158352873133,290.625,726.5625,82.8125,-10.515575563756855,4.25847730445975,-9.749319657190476,-0.3495987659978904,-23.37545913677466,347.4229579294349,220.84979373150168,323.86228663340034,773.9983989622982,13.395651669277791,0.23975394463754346
data/wav/14a02Fd.wav,14,a02,2,"[-0.003479   -0.00338745 -0.00338745 ... -0.0017395  -0.00164795
 -0.00183105]",26907,-2.923571385773443,55.037581807757036,-1.1860187881170694,151.9159898226993,-491.76593181281896,186.77737167701818,76.27154208061536,179.54041770128467,472.1886145506829,60.48471284778327,358.1810141509434,135.4961425617678,370.3125,689.84375,66.40625,-10.549652766524115,4.974840117262481,-9.538321329452277,-0.9362558741024992,-23.643726219266465,347.4770752663326,220.64954193220453,322.65651945052525,780.4185023516774,13.152806368129914,0.33500372116100224
data/wav/08a04Wc.wav,08,a04,4,"[ 0.00021362 -0.00018311 -0.00045776 ... -0.00033569 -0.00027466
 -0.00027466]",28879,-6.492975063600903,51.732805633638044,-3.1403456332719086,148.02686150204485,-491.9842418235463,211.21427763463907,61.27336113550329,218.2429516271422,322.1667213902059,64.98337505354837,406.0444078947368,126.969014804834,442.1875,596.09375,93.75,-10.238292505549541,4.861062918725893,-9.200434474373873,-0.9769707758698446,-26.483419141470208,347.5093665026797,220.29798526020605,323.0615409511016,777.9450969255946,13.379853489015227,0.2522331107449484
data/wav/13a01Lb.wav,13,a01,3,"[ 0.         -0.00064087 -0.00064087 ... -0.01229858 -0.01794434
 -0.00332642]",32081,4.543529588871082,38.135087928193464,3.5419518183318934,158.93483741285496,-393.2737996297218,194.91347048998603,98.09503611069363,167.2043070000086,481.49916774224977,55.984679287239025,397.42063492063494,151.02605592823954,402.34375,650.0,46.09375,-9.08453176002536,3.1192446149638022,-8.743560380903492,0.493302418351916,-19.759441593170195,347.49816485354626,220.55194661321764,323.7838025042371,778.1677885999609,13.056668675938276,0.11535653443660258
data/wav/08b03Lc.wav,08,b03,3,"[ 0.00405884  0.00375366  0.00360107 ... -0.00830078 -0.00906372
 -0.00875854]",72413,3.6323538043126327,47.78175836328757,3.9144293589478605,146.88512735911684,-399.1856328190674,146.9257547907587,98.67681566557549,117.91714534419766,500.7499499170315,40.90036396711514,267.28653169014086,174.62062700936383,216.40625,700.78125,42.1875,-10.046645122454459,3.0929138426836973,-9.700769907536813,-1.0117181917647606,-21.848001857514078,347.3601168985205,220.99923709945932,323.5508133196398,780.2024282334452,12.920239920211563,0.09118170037069408
data/wav/03a04Ta.wav,03,a04,5,[0.00039673 0.00039673 0.00039673 ... 0.         0.00039673 0.        ],33017,4.2394958984648365,52.67593845256728,5.878163313044395,172.4906825581667,-432.781343280131,147.68527685831597,82.50346756273882,117.08441879713249,421.342491715752,54.42611781540454,285.5769230769231,153.32797066696554,241.40625,607.8125,69.53125,-10.92190261360442,3.3806064089248875,-10.651730092240209,-1.5309678021892839,-21.627557643302115,347.43178845687845,220.7064097042344,324.358998145653,780.7771918030409,13.451034463398079,0.2833598942744976
